,influencer_rating,sentiment,adj_stars,checkins
1,-0.6868276831740745,0.04262315071291558,-0.1913991931784419,0.41115012295886766
2,-0.09663477485431182,-0.09032617446238714,-0.13575484827395037,0.2019531220650556
3,0.35790113843570626,-0.7832017029805022,0.5960367817600689,0.08738199442726807
4,0.5724629334688894,-1.345617905500597,0.36133844574991936,0.07426302066089224
5,0.41581843505505894,-1.2199239989106896,0.54714604773069,-0.012926429289024377
6,0.17930210081656114,-1.1399308862551987,0.0935901102345047,0.14249099781280566
7,0.20672375307124266,-0.17286278628374885,0.19673297257708228,0.339178152601613
8,0.7961629433092159,-0.49298315611983134,0.08520351153849356,0.28474663853839477
9,0.5748550469707072,0.19255819774558247,0.34296409274318507,0.0687715043458188
10,0.19407586034078128,-0.8117873888451764,0.2755132581844304,0.0072077301190756615
11,0.5668673899367362,-1.0989542639391017,0.5751024355924746,0.011287580954356558
12,-1.0050042063578088,-1.214252386295477,0.560331284867813,-0.022386596558638783
13,-0.7182884156697084,-1.272004349793642,0.19584414522163196,0.19354147187571552
14,-0.3268055916240195,-0.7677910673095218,0.09000255815546906,0.43920369148783883
15,0.03773663647187181,-0.3754688671764424,0.09706288396024466,0.3659598274393483
16,0.15247141602714506,-0.3981463630399537,0.23797265563067654,0.18851350722907914
17,0.2560500668499295,-0.9697862996461919,0.4018913983551663,0.08616998199062596
18,0.03769778027227769,-1.0266901222823885,0.48484826124283903,0.04012731124619616
19,-0.18059646431836635,-1.3377040064291281,0.46850810274700266,0.04059391865690321
20,-0.2693150731749384,-1.1012591725003429,0.27663701902987636,0.18239380878113065
21,0.08584805433306053,-0.6424803051238033,0.14462015989150284,0.33818843782684094
22,0.4550841696205711,-0.2855996727741813,0.19427014413424595,0.2998907984839698
23,0.44724969022196837,-0.3959298931860612,0.30904467139794933,0.1529354534195648
24,0.26769729795927033,-0.7338721308314322,0.38461800613675107,0.057429289237694886
25,0.03642665403441783,-1.0928389902955875,0.5136603953654936,0.013225406493567203
26,-0.37325291711614683,-1.2623084919975422,0.4759042200911317,0.04001817085252489
27,-0.4260538264587294,-1.1208053113598226,0.29849376218401735,0.1887240285904236
28,-0.1238816070818764,-0.7649719014322504,0.1729949278015602,0.32786831183696175
29,0.15096507470573756,-0.44299247191746494,0.1765005815835773,0.3096993207632494
30,0.24079308209697947,-0.48163286612199835,0.27624441495949026,0.19016266359839956
